Appointment_ID,Start_DateTime,End_DateTime,Type,Location,Skill_Group,Gender_Pref
APT0968,10/02/2027 09:30,10/02/2027 11:00,Online,,UG_999,Other
APT0969,10/02/2027 14:00,10/02/2027 15:30,In-Person,Sydney CBD,UG_001,Female
APT0970,10/02/2027 14:30,10/02/2027 15:30,Online,,UG_003,Female
APT0971,10/02/2027 23:00,11/02/2027 00:30,In-Person,Gold Coast,UG_007,Other
APT0972,10/02/2027 10:00,10/02/2027 11:00,In-Person,Canberra,UG_007,Female
APT0973,10/02/2027 17:30,10/02/2027 18:30,In-Person,Geelong,UG_005,Other
APT0974,10/02/2027 16:00,10/02/2027 17:30,In-Person,Sydney CBD,UG_999,Female
APT0975,10/02/2027 15:30,10/02/2027 16:30,Online,,UG_001,Male
APT0976,10/02/2027 11:00,10/02/2027 12:30,In-Person,NonExistingLocation,UG_003,N/A
APT0977,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_007,Other
APT0978,10/02/2027 14:30,10/02/2027 16:00,Online,,UG_005,N/A
APT0979,10/02/2027 14:00,10/02/2027 14:30,Online,,UG_005,Female
APT0980,10/02/2027 16:30,10/02/2027 17:30,In-Person,Parramatta,UG_999,Male
APT0981,10/02/2027 12:30,10/02/2027 13:30,In-Person,Gold Coast,UG_003,Other
APT0982,10/02/2027 15:30,10/02/2027 16:30,In-Person,NonExistingLocation,UG_003,Female
APT0983,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_007,N/A
APT0984,10/02/2027 10:30,10/02/2027 11:00,In-Person,Sydney CBD,UG_007,Female
APT0985,10/02/2027 08:30,10/02/2027 09:00,Online,,UG_007,Female
APT0986,10/02/2027 14:00,10/02/2027 14:30,In-Person,Geelong,UG_999,N/A
APT0987,10/02/2027 15:30,10/02/2027 16:30,In-Person,Canberra,UG_001,Other
APT0988,10/02/2027 14:00,10/02/2027 15:00,Online,,UG_005,Male
APT0989,10/02/2027 23:00,11/02/2027 00:30,In-Person,Geelong,UG_007,Female
APT0990,10/02/2027 08:00,10/02/2027 09:30,Online,,UG_005,Male
APT0991,10/02/2027 17:00,10/02/2027 17:30,Online,,UG_007,N/A
APT0992,10/02/2027 12:30,10/02/2027 14:00,In-Person,Geelong,UG_999,Male
APT0993,10/02/2027 16:30,10/02/2027 17:00,Online,,UG_001,Other
APT0994,10/02/2027 16:30,10/02/2027 18:00,Online,,UG_001,Male
APT0995,10/02/2027 23:00,11/02/2027 00:30,In-Person,Parramatta,UG_003,Male
APT0996,10/02/2027 16:30,10/02/2027 17:30,Online,,UG_001,Male
APT0997,10/02/2027 10:00,10/02/2027 11:30,In-Person,Parramatta,UG_001,Other
APT0998,10/02/2027 08:30,10/02/2027 09:00,In-Person,Gold Coast,UG_999,Other
APT0999,10/02/2027 16:30,10/02/2027 17:00,Online,,UG_001,Female
APT1000,10/02/2027 08:30,10/02/2027 10:00,Online,,UG_007,Female
